Observation ID,Common Name,Scientific Name,Family,Genus,Observed Length (m),Observed Weight (kg),Age Class,Sex,Date of Observation,Country/Region,Habitat Type,Conservation Status,Observer Name,Notes
125,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.19,153.6,Adult,Female,26-06-2015,Iran (historic),Rivers,Vulnerable,Karen Smith,Purpose woman on someone rise read ago.
126,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.04,190,Adult,Male,24-10-2007,Costa Rica,Coastal Lagoons,Vulnerable,Walter Patton,Officer return on color pick people subject challenge quite all way body affect finish charge real improve.
127,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.05,82.8,Juvenile,Male,25-08-2023,Guinea,Shaded Forest Rivers,Critically Endangered,Tami Salas,Relationship million night your long heavy.
128,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,2.87,199.9,Subadult,Unknown,27-02-2011,Venezuela,Flooded Savannas,Critically Endangered,Julia Patel,Great sign return poor really particular court east newspaper different win father eye debate relate first give value.
129,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.32,213.1,Adult,Unknown,04-12-2005,Mexico,Coastal Lagoons,Vulnerable,Denise Martinez,Here woman stand west source fact explain.
130,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.88,154.9,Adult,Female,26-05-2019,Laos,Swamps,Critically Endangered,Hannah Ramos,Section degree still even no even body scientist.
131,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,1.55,47.9,Juvenile,Unknown,29-02-2012,Senegal,Lakes,Least Concern,Anthony Stein,Point appear including response beyond side accept nearly upon imagine.
132,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.07,64.8,Subadult,Female,20-05-2024,Cuba,Freshwater Wetlands,Critically Endangered,Sherry Woods,Sense expert experience arrive shoulder present.
133,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,1.52,39,Juvenile,Female,07-02-2016,Indonesia (Papua),Swamps,Least Concern,Parker Jefferson,Tree company think compare try young however many.
134,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,4.55,621.4,Adult,Male,17-02-2013,Nigeria,Marshes,Least Concern,Tonya Howe,Across nothing blue work.
135,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.07,75.5,Juvenile,Female,06-07-2017,Niger,Rivers,Least Concern,William Daniels,Threat care mean evening speak former room possible responsibility add front.
136,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.57,27.1,Adult,Male,07-08-2018,Ghana,Forest Swamps,Vulnerable,Michael Lee,Task today still middle beautiful protect continue cell food easy end dog send west few.
137,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.26,74,Adult,Unknown,27-12-2015,Indonesia (Papua),Swamps,Least Concern,Alexandra Valdez,Artist brother fill if maybe.
138,Hall's New Guinea Crocodile,Crocodylus halli,Crocodylidae,Crocodylus,2.81,126.9,Adult,Unknown,07-08-2005,Papua New Guinea,Rivers,Least Concern,Michele Collins,Police wait happen determine whatever long.
139,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,3.05,344,Juvenile,Unknown,20-06-2007,India,Estuaries,Least Concern,William Brooks,Tree serious soon stay seven quite other skin moment month gun true born stock total dark.
140,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.82,129.1,Subadult,Unknown,06-02-2008,Papua New Guinea,Rivers,Least Concern,Carmen Bond,Break day on before member speak law message lead around left southern.
141,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.5,120.6,Subadult,Unknown,10-01-2023,Congo Basin Countries,Swamps,Endangered,Jennifer Velasquez,Official and general as yes various attorney value all important shoulder.
142,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,1.94,65.9,Subadult,Unknown,19-02-2011,Philippines,Freshwater Marshes,Critically Endangered,Veronica Brewer,Hear through large true help bag who themselves card team budget year hotel camera without.
143,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,2.52,107,Subadult,Male,23-10-2018,Senegal,Oases,Least Concern,Nicole Good,Pull name mother statement easy get every visit right both.
144,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,3.11,179.1,Subadult,Male,12-02-2005,Iran (historic),Rivers,Vulnerable,Jennifer Miranda,Drive attack order land public the each.
145,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,2.36,87.9,Adult,Unknown,27-07-2021,Congo Basin Countries,Forest Rivers,Endangered,Jeffrey Fernandez,Cell year doctor trouble office.
146,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.68,273.7,Adult,Female,31-08-2024,Indonesia (Borneo),Rivers,Data Deficient,Patricia Cardenas,Few century produce determine feel article we they treatment.
147,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.42,78.6,Adult,Female,29-04-2009,Mexico,Rivers,Least Concern,Jessica Simpson,Walk provide skill five indicate chance heavy senior.
148,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,3.41,220.3,Adult,Male,08-12-2008,Ghana,Swamps,Critically Endangered,Samuel Turner,South trip none whose newspaper care drug data position.
149,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.47,21.3,Adult,Male,07-11-2010,Côte d'Ivoire,Forest Swamps,Vulnerable,Sarah Davis,Appear help painting always authority source onto provide describe decade.
150,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,2.45,121,Subadult,Unknown,08-04-2022,Laos,Oxbow Lakes,Critically Endangered,Elizabeth Stout,View while bring yourself look drug.
151,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.17,60.6,Adult,Female,27-12-2021,Australia,Freshwater Rivers,Least Concern,Christine Herman,Focus executive letter possible final growth third letter sort.
152,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.53,20.3,Adult,Unknown,15-07-2009,Ghana,Forest Swamps,Vulnerable,Pamela Flores,Have including none determine certainly end.
153,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,0.88,32.3,Juvenile,Unknown,18-04-2006,Indonesia (Papua),Rivers,Least Concern,Lauren Butler,Cultural discover now early nearly want front.
154,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.13,362.6,Subadult,Male,11-12-2025,South Africa,Rivers,Least Concern,Katherine Cummings,Leave run goal cause national contain threat wrong whatever model stuff avoid.
155,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.27,177.7,Subadult,Female,05-06-2013,Indonesia (Borneo),Rivers,Data Deficient,Amber Smith,Successful discuss religious across media health pay project.
156,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,0.16,28.2,Hatchling,Unknown,16-02-2021,Guatemala,Rivers,Least Concern,Karen Freeman,Mother in admit reveal movie expert maybe recently.
157,West African Crocodile,Crocodylus suchus,Crocodylidae,Crocodylus,3.04,171.9,Adult,Male,26-05-2010,Mauritania,Rivers,Least Concern,Todd White,Modern drive people education great.
158,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,6.02,1032.7,Adult,Male,22-02-2008,Philippines,Tidal Rivers,Least Concern,Angela Chung,North wrong difficult range summer president teach service behavior here.
159,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.21,76.1,Subadult,Unknown,24-09-2024,Papua New Guinea,Rivers,Least Concern,Amy Smith,Bar suddenly population former with wind thus try discover.
160,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,0.6,6.9,Juvenile,Female,29-05-2010,Congo (DRC),Slow Streams,Data Deficient,Melissa Knight,Another avoid understand tonight nor allow up.
161,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.64,149.5,Adult,Male,05-01-2017,Nigeria,Shaded Forest Rivers,Critically Endangered,Tyrone Matthews,Up federal nor note support quality.
162,Siamese Crocodile,Crocodylus siamensis,Crocodylidae,Crocodylus,0.94,39.1,Juvenile,Female,22-05-2025,Cambodia,Slow Rivers,Critically Endangered,Janet Singh,May window approach join stuff future.
163,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.22,74.6,Subadult,Unknown,22-01-2013,Belize,Rivers,Least Concern,Tina Sanders,Ahead event yeah make green wait it quickly produce beat peace.
164,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.96,10.8,Subadult,Unknown,10-04-2008,Guinea,Small Streams,Vulnerable,Michelle Miller,Here six child hope guess before wall know seven bill beautiful.
165,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,3.1,146.8,Adult,Unknown,28-07-2012,Malaysia (Borneo),Estuarine Systems,Data Deficient,Justin Hunt,Ago government behavior our foot history factor hold be.
166,West African Slender-snouted Crocodile,Mecistops cataphractus,Crocodylidae,Mecistops,2.75,143.8,Adult,Unknown,25-05-2019,Guinea,Shaded Forest Rivers,Critically Endangered,Susan Spence,Minute rate college especially environmental certainly cold every feel.
167,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.48,878.6,Adult,Unknown,22-06-2025,Papua New Guinea,Coastal Wetlands,Least Concern,Heather Raymond,Many pattern leader career according how success here.
168,Nile Crocodile,Crocodylus niloticus,Crocodylidae,Crocodylus,3.85,479,Subadult,Female,31-01-2023,Uganda,Rivers,Least Concern,Jessica Jordan,Carry fly water cut fire who why fact reason.
169,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.13,12.3,Subadult,Unknown,16-06-2010,Cameroon,Forest Swamps,Vulnerable,Kenneth Sanchez MD,Half usually customer young conference should agree road wall decide something.
170,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,0.36,70.2,Hatchling,Female,20-06-2019,Costa Rica,Coastal Lagoons,Vulnerable,Andrea Abbott,Pull cause field education child institution help last our old move type thank industry already.
171,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,4.21,517.3,Adult,Unknown,05-10-2025,Indonesia,Estuaries,Least Concern,Meredith Burnett,Point be shoulder price great positive and worker quality hundred.
172,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.31,88.7,Adult,Female,23-08-2008,Papua New Guinea,Rivers,Least Concern,Tracie Jordan,Better develop section newspaper reach determine hear.
173,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.49,26.9,Adult,Female,16-03-2006,Congo (DRC),Slow Streams,Data Deficient,Michael Vaughn,General agency bit indeed which break wait.
174,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,3.75,259.1,Subadult,Unknown,21-02-2018,USA (Florida),Brackish Rivers,Vulnerable,Eric Gibson,Miss give best reveal laugh attack.
175,Freshwater Crocodile (Johnstone's),Crocodylus johnstoni,Crocodylidae,Crocodylus,2.85,122.1,Adult,Unknown,27-09-2013,Australia,Billabongs,Least Concern,Michael Johnson,Possible quality clearly worker during company civil.
176,American Crocodile,Crocodylus acutus,Crocodylidae,Crocodylus,1.69,90.7,Juvenile,Female,27-04-2007,Mexico,Coastal Lagoons,Vulnerable,Tina Hall,Picture control price how scene third last involve above Democrat everything region.
177,Congo Dwarf Crocodile,Osteolaemus osborni,Crocodylidae,Osteolaemus,1.04,13.6,Subadult,Male,30-10-2017,Congo (DRC),Slow Streams,Data Deficient,Laura Lloyd,Cost for leader energy television month police others particularly only.
178,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.75,114.5,Subadult,Male,03-03-2021,Cuba,Freshwater Wetlands,Critically Endangered,Ryan Williamson,Try opportunity public finish draw bring health center home others offer institution.
179,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.79,123.4,Subadult,Unknown,21-01-2008,Belize,Rivers,Least Concern,Mr. Thomas Arias,Never majority cell fire late approach grow.
180,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,1.12,41.7,Juvenile,Female,10-03-2013,Cameroon,Forest Rivers,Endangered,Chad Ochoa,Measure manager range indeed style major bar air set factor ever Mrs collection leader score she near both.
181,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,3.7,328.6,Adult,Female,05-02-2020,Colombia,Large Rivers,Critically Endangered,Reginald Morrow,My series service kid despite interesting save president easy themselves.
182,Mugger Crocodile (Marsh Crocodile),Crocodylus palustris,Crocodylidae,Crocodylus,2.98,153.5,Adult,Unknown,28-12-2013,Iran (historic),Marshes,Vulnerable,Dennis Atkins,Keep yes simply down specific onto go represent plan.
183,Saltwater Crocodile,Crocodylus porosus,Crocodylidae,Crocodylus,5.32,868.3,Adult,Female,24-09-2008,Malaysia,Estuaries,Least Concern,Charles Clark,South now mother others collection without fall of weight method.
184,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.1,70.3,Adult,Female,23-05-2013,Indonesia (Papua),Swamps,Least Concern,Robin Taylor,Try yeah term camera tend economic represent stock seven put majority officer environmental increase later.
185,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.01,64.3,Juvenile,Female,11-09-2012,Cuba,Freshwater Wetlands,Critically Endangered,Sheryl Davis,Seek reason theory lawyer maintain old than suggest behavior will play recently sure somebody huge why station.
186,Central African Slender-snouted Crocodile,Mecistops leptorhynchus,Crocodylidae,Mecistops,0.5,26.4,Hatchling,Female,15-07-2019,Cameroon,Forest Rivers,Endangered,Frank Campbell MD,Not magazine gas radio any between.
187,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1.03,11.3,Subadult,Female,15-11-2013,Guinea,Forest Swamps,Vulnerable,Julia Martinez,Kid a when dark read car practice city usually ever.
188,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,0.87,36.9,Juvenile,Male,16-03-2013,Malaysia (Borneo),Rivers,Data Deficient,Danielle Watson,Appear personal rise sense investment before believe degree back order.
189,Morelet's Crocodile,Crocodylus moreletii,Crocodylidae,Crocodylus,2.18,75.2,Adult,Unknown,25-07-2007,Belize,Rivers,Least Concern,Jill Smith,Stage write institution car audience him room bill finish thing case similar send.
190,Orinoco Crocodile,Crocodylus intermedius,Crocodylidae,Crocodylus,1.13,101.7,Juvenile,Male,17-05-2013,Venezuela,Flooded Savannas,Critically Endangered,Willie Thomas,None particular clearly goal defense security turn pattern kind describe to cause but role goal.
191,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.74,133.6,Adult,Male,12-06-2017,Cuba,Swamps,Critically Endangered,Richard Wright,Easy over return expect wait agree suggest.
192,Cuban Crocodile,Crocodylus rhombifer,Crocodylidae,Crocodylus,2.13,75.2,Subadult,Unknown,03-05-2016,Cuba,Swamps,Critically Endangered,Christine Lawson,Security far approach today west manager both matter order month.
193,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,0.76,29.5,Juvenile,Female,09-10-2008,Malaysia (Borneo),Estuarine Systems,Data Deficient,Victoria Peck,Hit stuff inside national common likely would authority onto add.
194,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,1,10,Adult,Male,17-01-2022,Cameroon,Small Streams,Vulnerable,Thomas Fry,Media pick may indeed reduce bar Mr pattern everyone finally memory data space movie hospital.
195,Philippine Crocodile,Crocodylus mindorensis,Crocodylidae,Crocodylus,2.15,70.3,Subadult,Male,25-05-2022,Philippines,Freshwater Marshes,Critically Endangered,Sandra Becker,Financial join well draw each under break.
196,Borneo Crocodile (disputed),Crocodylus raninus,Crocodylidae,Crocodylus,2.54,103.5,Subadult,Female,16-10-2020,Malaysia (Borneo),Estuarine Systems,Data Deficient,Amy Wade,Budget remain reduce clearly well mission situation result.
197,West African Dwarf Crocodile,Osteolaemus tetraspis,Crocodylidae,Osteolaemus,0.99,11.7,Adult,Male,25-09-2020,Sierra Leone,Forest Swamps,Vulnerable,Cameron Norman,Run brother tonight friend investment model enjoy.
198,New Guinea Crocodile,Crocodylus novaeguineae,Crocodylidae,Crocodylus,2.36,83,Subadult,Unknown,28-10-2022,Papua New Guinea,Swamps,Least Concern,Lori Crawford,Growth matter note happy effort bill off reveal direction meeting analysis television each line him change use.
